Vételár;Vételár EUR;Évjárat;Állapot;Kivitel;Kilométeróra állása;Szállítható szem. száma;Ajtók száma;Saját tömeg;Teljes tömeg;Csomagtartó;Klíma fajtája;Üzemanyag;Hengerűrtartalom;Teljesítmény;Henger-elrendezés;Hajtás;Sebességváltó fajtája;Okmányok jellege;Műszaki vizsga érvényes;Nyári gumi méret;Leírás;Felszereltség;Cím;Helyiség;Kategória;Márka;Hirdetés feladása;Hirdetés leszedése;Évjárat év;Évjárat hónap;Teljesítmény(LE);Sebességváltó típus;Sebességváltó fokozat;Modellcsoport;Modell;Szín;Alvázszám;Finanszírozás;Kárpit színe (1);Kezdőrészlet;Futamidő;Kárpit színe (2);Egyéb költségek;Fizetendő magyarországi forgalomba helyezés esetén;Tető;Téli gumi méret;Hátsó nyári gumi méret;Hátsó téli gumi méret;Átvehető;Finanszírozás típusa CASCO-val;Futamidő CASCO nélkül;Garancia;Átrozsdásodási garancia;Futásidő;Finanszírozás típusa CASCO nélkül;Bérlési lehetőség;Havi részlet;Szavatossági garancia;Hirdetési idő(nap);Autó kora(nap);Műszaki még érvenyes(nap)
13178383;469000.0;1453.0;2007.06.01;Normál;Kombi;186000.0;5.0;5.0;1165.0;1740.0;700liter;Manuálisklíma;Benzin;1390.0;55kW,75LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Forgalomból ideiglenesen kivont, külföldi okmányokkal;;185/65R15;NAGYON JÓ MOTORIKUS ÉS SZERKEZETI ÁLLAPOTBAN! AZ AJTÓK ALJAI EGY KICSIT ROZSDÁSAK!;['ABS (blokkolásgátló)', 'ASR (kipörgésgátló)', 'ESP (menetstabilizátor)', 'centrálzár', 'riasztó', 'szervokormány', 'ködlámpa', 'elektromos ablak elöl', 'elektromos tükör', 'színezett üveg', 'kikapcsolható légzsák', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'állítható kormány', 'azonnal elvihető'];Telefonon egyeztetett helyszínen;;Személyautó;DACIA;2018.07.18;;;;75.0;Manuális;5.0;Nincs;LOGAN;Ezüst(metál);;;;;;;;;;;;;;;;;;;;;;;;-4066 days +05:28:37.661634000;
13179145;3500000.0;10841.0;2014.01.01;Normál;Várositerepjáró(crossover);16688.0;5.0;5.0;;;;Manuálisklíma;Dízel;1461.0;66kW,90LE;;Elsőkerék;Manuális(6fokozatú)sebességváltó;Érvényes magyar okmányokkal;;;első tulajdonostól, Az autóhoz teljes kulcs szett, teljes irat állomány, újszerű állapot, garázsban tartott jármű, nagyon szép és tiszta belső, jelentősebb elhasználódás jelei nelkül, nem dohányzó tulaj után, nagyon keveset futott kilométer számmal, ellenőrzött és garantált futás teljesítmény, nagy teljesítményű motor, alacsony fogyasztás, megbízható motor, törés mentes előélet, a jármű újonnan Magyarországon márkakereskedésben lett vásárolva, ,   Hétfő–vasárnap, 9:00–21:00 - Közel 800 jó minőségű, ellenőrzött jármű közül választhat. - Minden autón 107 paramétert ellenőrzünk - Garantáltan kiváló piaci árak. - Hosszú próbautak. - A törlesztési időszak akár 84 hónap is lehet. - Kiemelkedően magas lízing jóváhagyási arány. - Ön választhat: zárt vagy nyílt végű lízing. - Telephelyünk a fóti Auchan mellet található;['elektromos ablak elöl', 'fedélzeti komputer', 'szervokormány', 'rádió', 'autóbeszámítás lehetséges', 'azonnal elvihető', 'első tulajdonostól', 'garanciális', 'garázsban tartott', 'Magyarországon újonnan üzembe helyezett', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv', '20%-tól elvihető'];Autocentrum AAA AUTO Kft.  2151 Fót, Fehérko utca 1.;;Személyautó;DACIA;2018.07.18;;;;90.0;Manuális;6.0;Nincs;DUSTER;Ezüst;;20%-tólelvihető;;700000;84hónap;;;;;;;;;;;;;;;;;;;;
13179159;1400000.0;4337.0;2009.01.01;Normál;Kombi;169824.0;5.0;5.0;;;;Manuálisklíma;Dízel;1461.0;63kW,86LE;;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;;;alacsony fogyasztás, a jármű újonnan Magyarországon márkakereskedésben lett vásárolva, ,   Hétfő–vasárnap, 9:00–21:00 - Közel 800 jó minőségű, ellenőrzött jármű közül választhat. - Minden autón 107 paramétert ellenőrzünk - Garantáltan kiváló piaci árak. - Hosszú próbautak. - A törlesztési időszak akár 84 hónap is lehet. - Kiemelkedően magas lízing jóváhagyási arány. - Ön választhat: zárt vagy nyílt végű lízing. - Telephelyünk a fóti Auchan mellet található;['elektromos ablak elöl', 'elektromos tükör', 'könnyűfém felni', 'fedélzeti komputer', 'szervokormány', 'rádió', 'autóbeszámítás lehetséges', 'azonnal elvihető', 'garanciális', 'garázsban tartott', 'Magyarországon újonnan üzembe helyezett', 'második tulajdonostól', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv', '20%-tól elvihető'];Autocentrum AAA AUTO Kft.  2151 Fót, Fehérko utca 1.;;Személyautó;DACIA;2018.07.18;;;;86.0;Manuális;5.0;Nincs;LOGAN;Fehér;;20%-tólelvihető;;280000;84hónap;;;;;;;;;;;;;;;;;;;;
13179291;1490000.0;4615.0;2013.04.01;Sérült;Várositerepjáró(crossover);75000.0;5.0;5.0;1205.0;1755.0;475liter;Manuálisklíma;Dízel;1461.0;66kW,90LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;;215/65R16;Nincs;['ülésmagasság állítás', 'utasoldali légzsák', 'vezetőoldali légzsák', 'állítható kormány', 'ABS (blokkolásgátló)', 'ESP (menetstabilizátor)', 'centrálzár', 'szervokormány', 'ködlámpa', 'elektromos ablak elöl', 'elektromos tükör', 'vonóhorog', 'CD-s autórádió', '4 hangszóró', 'első tulajdonostól', 'hölgy tulajdonostól', 'Magyarországon újonnan üzembe helyezett', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv'];GYÁL;;Személyautó;DACIA;2018.07.18;;;;90.0;Manuális;5.0;Nincs;DUSTER;;;;;;;;;;;;;;;;;;;;;;;;;-1935 days +05:28:37.661634000;
13179552;1199000.0;3714.0;2009.06.01;Megkímélt;Kombi;192735.0;5.0;5.0;1195.0;1770.0;700liter;;Benzin;1598.0;77kW,105LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2020.06.01;185/65R15;Eladó egy jó állapotú 1 tulajos Dacia Logen MCV 1.6 16v! Autóbeszámítás lehetséges! végig vezetett szerviz könyv! Autó Adás-Vétel!;['ülésmagasság állítás', 'ISOFIX rendszer', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'állítható kormány', 'fedélzeti komputer', 'ABS (blokkolásgátló)', 'indításgátló (immobiliser)', 'centrálzár', 'riasztó', 'szervokormány', 'ködlámpa', 'elektromos ablak elöl', 'elektromos tükör', 'fűthető tükör', 'rádió', 'CD-s autórádió', '6 hangszóró', 'autóbeszámítás lehetséges', 'első tulajdonostól', 'garázsban tartott', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv'];2800 Tatabánya Töltés u 4 (Kertvárosi-Körforgalom);;Személyautó;DACIA;2018.07.18;;;;105.0;Manuális;5.0;Nincs;LOGAN;Kék(metál);;;;;;;;;;;;;;;;;;;;;;;;-3335 days +05:28:37.661634000;683 days 05:28:37.653341000
13180056;550000.0;1889.0;2009.06.01;Normál;Kombi;158000.0;7.0;5.0;1245.0;1860.0;198liter;;Dízel;1461.0;63kW,86LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes külföldi okmányokkal;;185/65R15;A motort valószínűleg cserélni kell. A szállításában igen, de a forgalomba helyezésben nem tudunk segíteni. ---------Több bank kínálatát nyújtó finanszírozással kapcsolatban hívja kollégánkat a 30/941-2398-as számon--- Az eladás, elírás és tévedés joga fenntartva! A hirdetés nem minősül hivatalos ajánlattételnek!---------Az autók megtekintéséhez minden estben időpont egyeztetés szükséges a lentebb lévő telefonszámon!----Esetleges kellemetlenségekért elnézésüket kérjük.;[];1194 Budapest Nagykőrősi út 162;;Személyautó;DACIA;2018.07.18;;;;86.0;Manuális;5.0;Nincs;LOGAN;;;;;;;;Regisztrációsadó;610000;;;;;;;;;;;;;;;;-3335 days +05:28:37.661634000;
13180178;4075000.0;12622.0;2016.06.01;Kitűnő;Várositerepjáró(crossover);31437.0;5.0;5.0;1395.0;1875.0;408liter;Manuálisklíma;Dízel;1461.0;80kW,109LE;Soros;Összkerék;Manuális(6fokozatú)sebességváltó;Érvényes magyar okmányokkal;2020.06.01;215/65R16;Nincs;['dönthető utasülések', 'fűthető ülés', 'ülésmagasság állítás', 'multifunkciós kormánykerék', 'csomag rögzítő', 'hátsó oldal légzsák', 'ISOFIX rendszer', 'kikapcsolható légzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'sebességváltó zár', 'hátsó fejtámlák', 'állítható kormány', 'fedélzeti komputer', 'tolatóradar', 'távolsági fényszóró asszisztens', 'ABS (blokkolásgátló)', 'ASR (kipörgésgátló)', 'ESP (menetstabilizátor)', 'EBD/EBV (elektronikus fékerő-elosztó)', 'EDS (elektronikus differenciálzár)', 'guminyomás-ellenőrző rendszer', 'indításgátló (immobiliser)', 'visszagurulás-gátló', 'fékasszisztens', 'GPS nyomkövető', 'centrálzár', 'riasztó', 'tempomat', 'részecskeszűrő', 'sebességfüggő szervókormány', 'távolságtartó tempomat', 'pótkerék', 'fűthető szélvédő', 'ködlámpa', 'esőszenzor', 'elektromos ablak elöl', 'elektromos ablak hátul', 'fűthető tükör', 'könnyűfém felni', 'színezett üveg', 'vonóhorog', 'rádió', 'CD-s autórádió', 'DVD', 'memóriakártya-olvasó', 'GPS (navigáció)', 'bluetooth-os kihangosító', 'USB csatlakozó', 'AUX csatlakozó', 'MP3 lejátszás', 'MP4 lejátszás', 'érintőkijelző', '6 hangszóró', 'azonnal elvihető', 'első tulajdonostól', 'frissen szervizelt', 'garanciális', 'garázsban tartott', 'keveset futott', 'Magyarországon újonnan üzembe helyezett', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv'];Nyáregyháza (2723);;Személyautó;DACIA;2018.07.18;;;;109.0;Manuális;6.0;Nincs;DUSTER;Világosbarna;;;Sötétszürke;;;Sötétszürke;;;Lemeztető;;;;;;;;;;;;;;;-778 days +05:28:37.661634000;683 days 05:28:37.653341000
13180253;1899000.0;5882.0;2014.11.01;Megkímélt;Sedan;51280.0;5.0;4.0;974.0;1505.0;510liter;Automataklíma;Benzin;1149.0;55kW,75LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2018.11.01;185/65R15;Első gazdás, szervíz könyves, hibátlan állapotú autó! Garantált km!;['dönthető utasülések', 'ülésmagasság állítás', 'ISOFIX rendszer', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'fedélzeti komputer', 'pótkerék', 'ködlámpa', 'elektromos ablak elöl', 'színezett üveg', 'ABS (blokkolásgátló)', 'centrálzár', 'szervokormány', 'CD-s autórádió', '4 hangszóró', 'autóbeszámítás lehetséges', 'azonnal elvihető', 'keveset futott', 'Magyarországon újonnan üzembe helyezett', 'nem dohányzó', 'szervizkönyv', 'törzskönyv'];3300 Eger Kistályai út;Eger;Személyautó;DACIA;2018.07.18;;;;75.0;Manuális;5.0;Nincs;LOGAN;Fehér;;;;;;;;;;;;;;;;;;;;;;;;-1356 days +05:28:37.661634000;105 days 05:28:37.653341000
13180552;2390000.0;7403.0;2013.05.01;Újszerű;Várositerepjáró(crossover);119556.0;5.0;5.0;1205.0;1755.0;475liter;Manuálisklíma;Dízel;1461.0;66kW,90LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2020.06.01;215/65R16;HIBÁTLAN ÚJSZERŰ ÁLLAPOTBAN, FRISS OLAJCSERE, ÚJ FÉKTÁRCSÁK, BETÉTEK, VEZÉRMŰSZÍJ CSERE! GYÁRI KÖNNYŰFÉMFELNIK ÚJ NYÁRI GUMIKKAL, TÉLI GUMI GARNITÚRA LEMEZFELNIRE SZERELVE! GYÁRI CD-S AUTÓRÁDIÓ, BLUETOOTH-OS TELEFONKIHANGOSÍTÓ, ELEKTROMOS ABLAKOK! GYÁRI KULCSOK, KLÍMA, KÖZPONTI ZÁR! Gépjárműveink megbeszélés alapján nyitvatartási időn kívül is megtekinthetők.;['dönthető utasülések', 'ülésmagasság állítás', 'deréktámasz', 'ISOFIX rendszer', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'pótkerék', 'esőszenzor', 'elektromos ablak elöl', 'könnyűfém felni', 'színezett üveg', 'ABS (blokkolásgátló)', 'centrálzár', 'szervokormány', 'CD-s autórádió', 'MP3 lejátszás', '8 hangszóró', 'autóbeszámítás lehetséges', 'frissen szervizelt', 'nem dohányzó', 'rendszeresen karbantartott', 'törzskönyv'];6200 Kiskőrös Petőfi Sándor utca 72;;Személyautó;DACIA;2018.07.18;;;;90.0;Manuális;5.0;Nincs;DUSTER;Sötétbarna(metál);UU1HSDAG54B297835;;Fekete;;;;;;;215/65R16;;;;;;;;;;;;;;-1905 days +05:28:37.661634000;683 days 05:28:37.653341000
13181758;2599000.0;8292.0;2012.12.01;Kitűnő;Várositerepjáró(crossover);118000.0;5.0;5.0;1205.0;1755.0;475liter;Manuálisklíma;Dízel;1461.0;66kW,90LE;Soros;Összkerék;Manuális(6fokozatú)sebességváltó;Érvényes magyar okmányokkal;2018.12.01;215/65R16;Kitűnő műszaki és esztétikai állapotban. Vezetett szervízkönyv, 2gyári kulcs, leinformálható km futás! Részletre 0%-tól, kedvező konstrukcióval. A gépjárművek bármely időpontban, hétvégén, ünnepnapokon is megtekinthetőek előzetes egyeztetés alapján! GPS cím: 2049 Diósd Sashegyi köz 10.;['dönthető utasülések', 'ülésmagasság állítás', 'középső kartámasz', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'tolatóradar', 'ABS (blokkolásgátló)', 'ASR (kipörgésgátló)', 'ESP (menetstabilizátor)', 'indításgátló (immobiliser)', 'centrálzár', 'riasztó', 'szervokormány', 'pótkerék', 'ködlámpa', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'könnyűfém felni', 'színezett üveg', 'CD-s autórádió', 'bluetooth-os kihangosító', 'MP3 lejátszás', '6 hangszóró', 'HIFI', 'autóbeszámítás lehetséges', 'azonnal elvihető', 'első tulajdonostól', 'garázsban tartott', 'keveset futott', 'Magyarországon újonnan üzembe helyezett', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv'];Diósd (2049) Balatoni u.10.;;Személyautó;DACIA;2018.07.18;;;;90.0;Manuális;6.0;Nincs;DUSTER;Fehér;;;Fekete;;;;;;;;;;;;;;;;;;;;;-2056 days +05:28:37.661634000;135 days 05:28:37.653341000
13182452;1790000.0;5545.0;2016.04.01;Sérült;Várositerepjáró(crossover);24000.0;5.0;5.0;1165.0;1697.0;475liter;Manuálisklíma;Benzin;1598.0;84kW,114LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2020.04.01;215/65R16;Magyarországi vásárlású 24.000 km-t futott VEZETETT szervízkönyves autó ELSŐ tualjdonostól! Motor INDUL! Bal első+hátsó futómű ill. sárvédő sérült, első zsákok nyíltak! Eleje + jobb oldala + hátulja + teteje NEM sérült! Első szélvédő + összes üveg ÉP! Vezetett szervízkönyv + összes gyári kulcsa megvan! Igény esetén az autó tréleres szállítását kedvező áron vállaljuk! Csere-beszámítás NEM érdekel! Járműveink megtekintése előtt TELEFONOS EGYEZTETÉS SZÜKSÉGES! Hétfőtől - péntekig 8:00 és 17:00 óra között vagyunk telefonon elérhetőek!;['dönthető utasülések', 'utasoldali légzsák', 'vezetőoldali légzsák', 'centrálzár', 'szervokormány', 'elektromos ablak elöl', 'könnyűfém felni', 'CD-s autórádió', 'első tulajdonostól', 'keveset futott', 'Magyarországon újonnan üzembe helyezett', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv'];BUDAPEST ;;Személyautó;DACIA;2018.07.18;;;;114.0;Manuális;5.0;Nincs;DUSTER;Barna;;;;;;;;;;;;;;;;;;;;;;;;-839 days +05:28:37.661634000;622 days 05:28:37.653341000
13182602;650000.0;2013.0;2006.01.01;Normál;Sedan;250000.0;;;;;;Manuálisklíma;;;;;;;Érvényes magyar okmányokkal;2020.03.01;;Dacia Logan 1.4 normál állapotú, friss műszakival eladó.;['centrálzár'];Telefonon egyeztetett helyszínen;Szeged;Személyautó;DACIA;2018.07.18;;;;;;;Nincs;LOGAN;;;;;;;;;;;;;;;;;;;;;;;;;-4582 days +05:28:37.661634000;591 days 05:28:37.653341000
13183223;2000000.0;6195.0;2015.01.01;Normál;Sedan;1888.0;5.0;4.0;;;;;Benzin;1149.0;54kW,73LE;;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;;;első tulajdonostól, Az autóhoz teljes kulcs szett, teljes irat állomány, újszerű állapot, garázsban tartott jármű, nem dohányzó tulaj után, nagyon keveset futott kilométer számmal, megbízható motor, reprezentatív jármű, törés mentes előélet, a jármű újonnan Magyarországon márkakereskedésben lett vásárolva, ,   Hétfő–vasárnap, 9:00–21:00 - Közel 800 jó minőségű, ellenőrzött jármű közül választhat. - Minden autón 107 paramétert ellenőrzünk - Garantáltan kiváló piaci árak. - Hosszú próbautak. - A törlesztési időszak akár 84 hónap is lehet. - Kiemelkedően magas lízing jóváhagyási arány. - Ön választhat: zárt vagy nyílt végű lízing. - Telephelyünk a fóti Auchan mellet található;['elektromos ablak elöl', 'szervokormány', 'autóbeszámítás lehetséges', 'azonnal elvihető', 'frissen szervizelt', 'garanciális', 'garázsban tartott', 'keveset futott', 'Magyarországon újonnan üzembe helyezett', 'második tulajdonostól', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv', '20%-tól elvihető'];Autocentrum AAA AUTO Kft.  2151 Fót, Fehérko utca 1.;;Személyautó;DACIA;2018.07.18;;;;73.0;Manuális;5.0;Nincs;LOGAN;Fehér;;20%-tólelvihető;;400000;84hónap;;;;;;;;;;;;;;;;;;;;
13183382;1250000.0;4337.0;2011.01.01;Megkímélt;Kombi;36573.0;5.0;5.0;1270.0;1770.0;700liter;;Benzin;1598.0;77kW,105LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes külföldi okmányokkal;;185/65R15;A képen látható hibákkal, azonnal elvihető. Nepperek kíméljenek!;[];Telefonon egyeztetett helyszínen;Gödöllő;Személyautó;DACIA;2018.07.18;;;;105.0;Manuális;5.0;Nincs;LOGAN;Ezüst;;;Szürke;;;;Regisztrációsadó;1400000;;;;;;;;;;;;;;;;-2756 days +05:28:37.661634000;
13183448;3699000.0;11458.0;2016.02.01;Sérülésmentes;Várositerepjáró(crossover);29600.0;5.0;5.0;1165.0;1697.0;408liter;Manuálisklíma;Benzin;1598.0;84kW,114LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2020.02.01;215/65R16;-- 29.600 Kilométerrel. -- Sérülésmentes -- Magyarországon újonnan üzembe helyezett -- Első tulajdonostól -- Vezetett szervizkönyvvel, karc és sérülésmentes kifogástalan állapotban, minden gyári tartozékkal és dokumentációval, teljes körűen leinformálható;['állítható hátsó ülések', 'dönthető utasülések', 'ülésmagasság állítás', 'középső kartámasz', 'hűthető kesztyűtartó', 'multifunkciós kormánykerék', 'ISOFIX rendszer', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'fedélzeti komputer', 'tolatóradar', 'tolatókamera', 'ABS (blokkolásgátló)', 'ASR (kipörgésgátló)', 'ESP (menetstabilizátor)', 'EBD/EBV (elektronikus fékerő-elosztó)', 'guminyomás-ellenőrző rendszer', 'indításgátló (immobiliser)', 'centrálzár', 'szervokormány', 'tempomat', 'pótkerék', 'ködlámpa', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'elektromos ablak hátul', 'elektromos tükör', 'fűthető tükör', 'könnyűfém felni', 'színezett üveg', 'vonóhorog', 'CD-s autórádió', 'GPS (navigáció)', 'iPhone/iPod csatlakozó', 'USB csatlakozó', 'AUX csatlakozó', 'MP3 lejátszás', 'érintőkijelző', '6 hangszóró', 'HIFI', 'autóbeszámítás lehetséges', 'első tulajdonostól', 'garázsban tartott', 'keveset futott', 'Magyarországon újonnan üzembe helyezett', 'motorbeszámítás lehetséges', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', 'törzskönyv', '30%-tól elvihető'];2600 Vác, Csatamező út 2/a;;Személyautó;DACIA;2018.07.18;;;;114.0;Manuális;5.0;Nincs;DUSTER;Olajzöld(metál);UU1HSCVE54449934;30%-tólelvihető;Sötétszürke;;100hónap;Fekete;;;Lemeztető;;;;;;;;;;;;;;;-899 days +05:28:37.661634000;562 days 05:28:37.653341000
13183584;590000.0;1828.0;2007.05.01;Enyhénsérült;Kombi;396000.0;7.0;5.0;1245.0;1860.0;198liter;;Dízel;1461.0;50kW,68LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2019.06.01;185/65R15;Egyterű, 7 személyes Dacia Logan 1, 5 Dci jó motorikus állapotban (jelentős felújítás után), karosszéria-hibákkal eladó. Irányár 590 e Ft. Érdeklődni a +36703371824-es telefonszámon.;['dönthető utasülések', 'pótkerék', 'elektromos ablak elöl', 'elektromos tükör', 'fűthető tükör', 'ABS (blokkolásgátló)', 'szervokormány', 'azonnal elvihető', 'első tulajdonostól', 'nem dohányzó'];Vásárosnamény (4800);;Személyautó;DACIA;2018.07.18;;;;68.0;Manuális;5.0;Nincs;LOGAN;Szürke;UU1KSD0KJ37584323;;Szürke;;;;;;;;;;;;;;;;;;;;;-4097 days +05:28:37.661634000;317 days 05:28:37.653341000
13185346;2099000.0;6502.0;2016.01.01;Normál;Sedan;92300.0;5.0;4.0;1059.0;1590.0;510liter;Manuálisklíma;Dízel;1461.0;55kW,75LE;Soros;Elsőkerék;Manuális(5fokozatú)sebességváltó;Érvényes magyar okmányokkal;2020.01.01;185/65R15;Frsz: NLB-437 2015-ös modellév, Magyarországon újonnan üzembe helyezett, első-, DACIA márkakereskedő tulajdonos, rendszeresen karbantartott, törésmentes, leinformálható, teljes dokumentáció, 2 db. gyári kulcs, korának- és futásteljesítményének megfelelő-, a képeken látható állapot. Tisztlet Érdeklődők! Kérjük hogy használt autóink megtekintése előtt, minden esetben telefonáljanak! Budakaklászi használt autó telephelyünk szombaton csak előzetes egyeztetés szerint tart nyitva. Megértésüket köszönjük. Jelen hirdetés nem minősül ajánlattételnek!;['ülésmagasság állítás', 'középső kartámasz', 'ISOFIX rendszer', 'kikapcsolható légzsák', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'hátsó fejtámlák', 'állítható kormány', 'fedélzeti komputer', 'pótkerék', 'ködlámpa', 'fényszóró magasságállítás', 'elektromos ablak elöl', 'elektromos tükör', 'fűthető tükör', 'színezett üveg', 'ABS (blokkolásgátló)', 'ASR (kipörgésgátló)', 'ESP (menetstabilizátor)', 'EBD/EBV (elektronikus fékerő-elosztó)', 'indításgátló (immobiliser)', 'centrálzár', 'szervokormány', 'részecskeszűrő', 'CD-s autórádió', 'bluetooth-os kihangosító', 'USB csatlakozó', 'AUX csatlakozó', 'MP3 lejátszás', 'távirányító', '2 DIN', '4 hangszóró', 'első tulajdonostól', 'garanciális', 'Magyarországon újonnan üzembe helyezett', 'nem dohányzó', 'rendszeresen karbantartott', 'szervizkönyv', '30%-tól elvihető'];2011 Budakalász, József Attila u. 77. ;;Személyautó;DACIA;2018.07.18;;;;75.0;Manuális;5.0;Nincs;LOGAN;Világosszürke(metál);UU14SDA4553460406;30%-tólelvihető;Sötétszürke;629700;84hónap;;;;;;;;;;;;;;;;;;;-930 days +05:28:37.661634000;531 days 05:28:37.653341000
13185380;2248000.0;6963.0;2011.03.01;Megkímélt;Várositerepjáró(crossover);202000.0;5.0;5.0;1294.0;1844.0;475liter;Manuálisklíma;Dízel;1461.0;82kW,111LE;Soros;Összkerék;Manuális(6fokozatú)sebességváltó;Érvényes magyar okmányokkal;2019.01.01;215/65R16;VEZETETT SZERVIZKÖNYV + SZÁMLÁK, GARANTÁLT, LEINFORMÁLHATÓ KILOMÉTERFUTÁS, TÖRÉSMENTES, 1.TULAJDONOSTÓL/HÖLGY/, MAGYARORSZÁGON ÚJONNAN ÜZEMBE HELYEZETT, TEREPEN NEM HASZNÁLT, /új daster vásárlása miatt eladó/ SZÉP ÁLLAPOT, 2 GYÁRI KULCS, UTOLSÓ SZERVÍZ: 198.000 KM-NÉL, KAPCSOLHATÓ ÖSSZKERÉKHAJTÁS, KLÍMA, ABS, 4 LÉGZSÁK, GYÁRI BŐRKORMÁNY, 2 ELEKTROMOS ABLAK, ELEKTROMOS TÜKRÖK, GYÁRI ALUFELNI;['dönthető utasülések', 'ülésmagasság állítás', 'kikapcsolható légzsák', 'oldallégzsák', 'utasoldali légzsák', 'vezetőoldali légzsák', 'állítható kormány', 'fedélzeti komputer', 'ABS (blokkolásgátló)', 'indításgátló (immobiliser)', 'centrálzár', 'szervokormány', 'ködlámpa', 'elektromos ablak elöl', 'elektromos tükör', 'fűthető tükör', 'könnyűfém felni', 'színezett üveg', 'CD-s autórádió', 'AUX csatlakozó', 'MP3 lejátszás', 'WMA lejátszás', 'autóbeszámítás lehetséges', 'első tulajdonostól', 'hölgy tulajdonostól', 'Magyarországon újonnan üzembe helyezett', 'rendszeresen karbantartott', 'szervizkönyv', '30%-tól elvihető'];AUTÓ LENTI - 8960 Lenti Kossuth L. u. 38.;;Személyautó;DACIA;2018.07.18;;;;111.0;Manuális;6.0;Nincs;DUSTER;Fekete(metál);UU1HSDACN44763000;30%-tólelvihető;;;;;;;;;;;;;;;;;;;;;;-2697 days +05:28:37.661634000;166 days 05:28:37.653341000
